Ticker,Date,3M Returns,6M Returns,12M Returns,11M Returns,5M Returns
AAPL,2003-10-16,0.17010835963630244,0.7560409421571843,0.5968424209023413,0.5357154483323998,0.6888198656765883
AAPL,2003-10-22,0.0942306518071081,0.6846798084720507,0.5483009950683686,0.50204199845641,0.6343461861333901
AAPL,2003-10-23,0.10582084104280276,0.6929318725075126,0.545029644851738,0.5073952302195119,0.6516947996485176
AAPL,2003-10-29,0.14334055032806714,0.6849257734393963,0.5343290283758384,0.37953453018653227,0.5149379580737001
AAPL,2003-10-30,0.13855849766074213,0.6237649849896303,0.44493039785307387,0.2966214488743175,0.4571002939635884
AAPL,2003-11-06,0.1777877571536084,0.3211423873901367,0.3426243566090599,0.2944260063105324,0.27371520996093723
AAPL,2003-11-13,0.11100109878168074,0.20085604362922682,0.43810012269145293,0.5618963446168577,0.3042295424085486
AAPL,2003-11-20,-0.029985658815158023,0.14558726654006948,0.31230231128354213,0.4951733674900316,0.3052263615927817
AAPL,2003-12-03,-0.08365849626991928,0.2149061262583265,0.3872055907011003,0.5270468770555468,0.33737826494830747
AAPL,2003-12-10,-0.08115207769607946,0.18626339732835429,0.3337718645780565,0.4332451683468477,0.2747354534618607
AAPL,2003-12-11,-0.059840114079101725,0.2154733126009727,0.3692711577391794,0.39057572297083465,0.23438492870365857
AAPL,2003-12-17,-0.10126587435748646,0.09290961598593062,0.318300915951645,0.4011905390361543,0.1616275126651685
AAPL,2003-12-18,-0.12412534261243857,0.04811540322766472,0.37542603748683145,0.40082019124737567,0.06746650098424833
AAPL,2003-12-24,-0.042682918237552325,0.08679408363173535,0.42130583337759386,0.47284047367319415,0.1261997772270762
AAPL,2004-01-08,0.013009178023549506,0.14509748098116648,0.6055014449173024,0.4467383317508107,0.03186230356340847
AAPL,2004-01-15,-0.079370249480325,0.16522124105440517,0.5835051222075827,0.3977818417000989,0.028556882745334633
AAPL,2004-01-22,-0.02548540076351269,0.06634374511808439,0.5979818199548115,0.43011489772206524,-0.045674952654193635
AAPL,2004-01-29,-0.04263468710542129,0.0945945837098896,0.5190899776276054,0.41661325267615856,0.02075401485605477
AAPL,2004-02-05,-0.026487507301116153,0.10009645880159357,0.5515549272018101,0.5342550129350603,0.08783032881240538
AAPL,2004-02-12,0.06269593858815825,0.20456762927145133,0.6490637454288486,0.6490637454288486,0.20456762927145133
AAPL,2004-02-26,0.11197022345297758,0.09453751864364635,0.5889644088038326,0.5868943635839625,0.09311159484958065
AAPL,2004-03-03,0.1374222803344871,0.04226724273780147,0.6327660258958858,0.5194548371316989,-0.03006433350245674
AAPL,2004-03-10,0.35819348281131047,0.24797325976789808,0.9262374304641114,0.5991652789878914,0.036069320719880116
AAPL,2004-03-17,0.3174056565481205,0.1839974208542765,0.7448364405863779,0.5429680637630652,0.047015161685894036
AAPL,2004-03-24,0.24938805171119438,0.19606052365303062,0.7745306726755923,0.5560214961101249,0.04878203240450896
AAPL,2004-05-05,0.18867156398301832,0.1571866172533889,0.6563111944090656,0.7601010611776315,0.22969970853509536
AAPL,2004-05-12,0.15044247040743763,0.22257054088131145,0.47090328562981165,0.5107730373192416,0.25570907851594527
AAPL,2004-05-19,0.17801615839193285,0.29627876972281,0.4624335493231977,0.5662998275191511,0.3883442528880776
AAPL,2004-07-02,0.13018285178285582,0.4605263529391834,0.6128704266252913,0.5007802922404248,0.3590237198255404
AAPL,2004-07-23,0.10830238232163758,0.3608154028092778,0.47667074225964456,0.6209724218743666,0.4937955876610989
AAPL,2004-08-12,0.11245336013076601,0.27981359184189336,0.5416220242343706,0.47918629811184865,0.2279811130293219
AAPL,2004-08-19,0.16018063771734448,0.36671153788448896,0.5113198588538046,0.5733276957644564,0.42278625009618453
AAPL,2004-08-26,0.21571503868570452,0.5043398656715488,0.6465564237688533,0.4850343410971454,0.35676878663547673
AAPL,2004-09-02,0.23305619038066916,0.4976891545591675,0.5606122843685415,0.3820570494680755,0.32633318006201906
AAPL,2004-09-16,0.11026211268751496,0.40782430274599357,0.6256692602487794,0.3765646114683625,0.19210048545095026
AAPL,2004-09-23,0.10593461323531184,0.4737061267241658,0.6616134010746324,0.3856432533978662,0.22894468151603586
AAPL,2004-09-30,0.19084233738998857,0.3878945204233992,0.8701728695769841,0.6467189254410342,0.22206466069314335
AAPL,2004-10-07,0.3037172352611739,0.4507493128732021,0.7062870918148425,0.5400502116349257,0.3094084794037961
AAPL,2004-10-13,0.3603680828538256,0.4760476995326812,0.6324440863342804,0.46160374257411085,0.3215747233949042
AAPL,2004-10-14,0.520622413100488,0.6884388872715377,0.8321780216869743,0.44562076972253206,0.33220805781718465
AAPL,2004-10-20,0.47422441138857163,0.7118638375728614,1.0443587379097847,0.6240308601024505,0.3598981670673982
AAPL,2004-10-21,0.5161278131913627,0.7288111968077904,1.0681590927941462,0.6397739761217964,0.3707164115326398
AAPL,2004-10-27,0.5510328894070824,0.8671131523205462,1.2256652760871023,0.660622278201181,0.3930979334489073
AAPL,2004-10-28,0.6172910250871158,0.9731580280056178,1.2002545050604096,0.6037122896702694,0.43818716048363804
AAPL,2004-11-04,0.7128007103683476,1.0830123007221153,1.3766911217333742,0.6931487082760965,0.48393266337388363
AAPL,2004-11-18,0.7451154900084562,1.04693372154175,1.713867412607816,1.339542395556669,0.7645991842467217
AAPL,2004-12-01,0.8904079599322674,1.4158972689951295,2.1225213899165842,1.4159342588363835,0.8692102468353349
AAPL,2004-12-02,0.8286583343130376,1.2548384792158944,2.027389116332831,1.4837499807267318,0.8499290359074729
AAPL,2004-12-08,0.74085325092046,1.0850093487627972,2.0061746424843947,1.5833708346930546,0.7917629486771012
AAPL,2004-12-09,0.7924376430219322,1.1188737314757158,2.129092770693199,1.6430299115982265,0.7897349364779052
AAPL,2004-12-15,0.8539783765300473,1.1264242454036197,2.2354939373313805,1.7387186836038455,0.7999347002202835
AAPL,2004-12-16,0.8321879618828216,1.034208877400654,2.3101372154671536,1.730612846868826,0.6780684703612574
AAPL,2004-12-22,0.7267058699298363,0.9318174668912269,2.2115900687397967,2.0906834278388526,0.8590903891022366
AAPL,2004-12-23,0.7174668706101046,0.8994060592926474,2.2311972825336066,2.0928821521363323,0.8180997898832978
AAPL,2004-12-29,0.665977578338349,0.9827692434096504,2.0468044798925322,2.2359307379803246,1.1058469565128086
AAPL,2004-12-30,0.6722590277097644,0.9913968492794054,2.0451131876533055,2.150844927221159,1.0605416856349028
AAPL,2005-01-06,0.5883377229001843,1.085621059885693,1.922139934111589,1.9778207413636206,1.1253621629316632
AAPL,2005-01-13,0.7559764947324756,1.3887743776755985,1.8938667750134166,1.6911290083753774,1.2214222429769035
AAPL,2005-01-20,0.4843047530062172,1.1881983008218495,2.099866228657729,1.759347932440149,0.9478261356317714
AAPL,2005-01-27,0.4441358157819122,1.2399021470484737,2.1486804302731826,1.7377561433235011,0.947579628775923
AAPL,2005-02-03,0.4067971619933828,1.4867366191433167,2.495506897007,1.8432176700852247,1.0226919026966264
AAPL,2005-02-10,0.43123255321125775,1.4860419267972746,2.4099236446075385,2.0008723757554487,1.1878186495153695
AAPL,2005-02-24,0.3884467823652584,1.783410499324802,2.977189116285006,2.164576313376472,1.2147085992215216
AAPL,2005-03-01,0.3128779033812086,1.4818748389710228,2.7052425125946082,2.2277230543279267,1.1620189794523297
AAPL,2005-03-08,0.28097344829328685,1.2299867918041603,2.117690371685258,2.111536901978599,1.2255854066331882
AAPL,2005-03-15,0.25528659107873675,1.3272741962080938,2.097166961868795,2.342536118486695,1.5116495669170789
AAPL,2005-03-22,0.3436862305203827,1.3201509015834398,2.3124500361956244,2.298142422633104,1.3101293700451966
AAPL,2005-03-29,0.29577891137047163,1.1587386128268804,1.9917574850983306,2.214617885686875,1.3195462165236571
AAPL,2005-06-03,-0.08494874239985839,0.2201653784737463,1.6929562242138636,1.5499985426249299,0.155391947664409
AAPL,2005-06-10,-0.10092865921186112,0.09930949597755889,1.3298624246701776,1.3695488354416634,0.1180349141655177
AAPL,2005-07-07,-0.1361336063799422,0.08678755714971675,1.4764714003613322,1.404736352649961,0.055306976654063034
AAPL,2005-07-14,0.09366623433933174,0.16096887744020472,1.7552412784530738,1.4340780143444567,0.025641145120313347
AAPL,2005-07-28,0.23241408839579236,0.18410438165784404,1.714596005676948,1.3123643250928771,0.008651277613942687
AAPL,2005-08-11,0.23560807062726807,0.08361039222167421,1.837795169477943,1.4572713525373495,-0.06169240022776845
AAPL,2005-08-18,0.29185238015321757,0.06669681672588501,1.9174521518408016,1.6143659788301528,-0.04411941576659972
AAPL,2005-09-01,0.14789069644975994,0.03955048557605867,1.5800341939913292,1.3842730351486234,-0.03932583637572362
AAPL,2005-09-08,0.3483210114840689,0.2282258775162629,1.7389274842133409,1.3466301102788858,0.05230673065124103
AAPL,2005-09-15,0.3431188190462149,0.21752908037545038,1.833524011890756,1.7090926693996047,0.16406252164597568
AAPL,2005-09-22,0.34630295918772,0.21176705028283327,1.8114824142228212,1.4848304635464622,0.07097795313685529
AAPL,2005-09-29,0.43909788416261586,0.2536532190172538,1.7063096109872595,1.3702183710442069,0.09796450434561543
AAPL,2005-10-06,0.38272316575231846,0.2213560714663083,1.5442928197954888,1.4015754311068798,0.1528463669926461
AAPL,2005-10-12,0.28791904709657157,0.15447786652311613,1.572473976850819,1.6847737520922652,0.20487589040924403
AAPL,2005-10-13,0.4013038803251483,0.30945466967052426,1.7039014780641573,1.556982807700511,0.23830439273543558
AAPL,2005-10-19,0.27205375693577794,0.4812616839713708,1.317165013269784,1.2201594570228496,0.41925029817103465
AAPL,2005-10-20,0.28672966601653727,0.5809635711633632,1.3652822230600656,1.2409932318892531,0.49788834004634075
AAPL,2005-10-26,0.3071286394579369,0.5758499414698537,1.3777368525902096,1.244736502800233,0.4877036887826871
AAPL,2005-10-27,0.25960507618919926,0.5413072355777333,1.2031821828550724,1.1248511400156476,0.48650822529239224
AAPL,2005-11-03,0.4310511590147119,0.7080924922095837,1.2364847804267147,0.9685403654590108,0.5034526719249577
AAPL,2005-11-10,0.4103270355922157,0.6798465427204023,1.2348847740730018,0.8399995805576779,0.3830318993912665
AAPL,2005-11-17,0.3683985779232639,0.8246611259691217,1.3504560314077487,0.9468122549461595,0.5113121001599832
AAPL,2005-12-01,0.547773389190414,0.7766746736641894,1.1124055512357218,0.6964146299767044,0.4267984229400894
AAPL,2005-12-07,0.5191044878663478,1.023809338938332,1.3517242704344228,0.9154070038677555,0.6483303893357284
AAPL,2005-12-08,0.48814787969084916,1.006501054382638,1.3413398723321253,0.89317349582931,0.6224276792959029
AAPL,2005-12-14,0.4515217773641578,1.000278340500926,1.205850809680233,0.8823709366835242,0.7069449107405035
AAPL,2005-12-15,0.44736346461807086,0.9439811073284616,1.212074953433112,0.9086735579557645,0.6773506390300514
AAPL,2005-12-21,0.4104781673087561,0.9413626401993618,1.3080555188700016,1.0398813903615522,0.7157947412047927
AAPL,2005-12-22,0.42620423939188945,0.9201029878993721,1.3221952319553218,1.0869014222999178,0.7255507208304421
AAPL,2005-12-28,0.44028955997495967,0.9718574820492725,1.2926155145549068,1.170770568570222,0.8670597665734463
AAPL,2005-12-29,0.3651126827380933,0.9645307733719426,1.2175674039139994,1.1135945932870461,0.872421831966099
AAPL,2006-01-05,0.4092461887493497,0.9583989209170833,1.306356495179355,1.2269762999564993,0.8909947321060476
AAPL,2006-01-12,0.7114715140651628,1.2042367615277314,1.5753120612558815,1.2887251041156014,0.958943961557339
AAPL,2006-01-19,0.4386601706184725,0.8300530749890953,1.262163822081524,1.042931153616769,0.6526974762717486
AAPL,2006-02-09,0.080518993593375,0.48219995898895895,0.6497339800040323,0.9316741413167535,0.7355084927284621
AAPL,2006-02-23,0.06914010147770044,0.5686492689726999,0.626430611186547,0.7606256517394778,0.6980768331216216
AAPL,2006-03-07,-0.1033130804864476,0.36216112364408803,0.551110593710348,0.5812864056046683,0.3886610508597974
AAPL,2006-03-14,-0.06512984511143749,0.35698438882855177,0.6696429251441853,0.6775791177122148,0.36343444426218485
AAPL,2006-03-21,-0.15904762631370906,0.1861449628309877,0.4144167168618793,0.580778444110845,0.32565768382175153
AAPL,2006-03-28,-0.20198440474844503,0.14937353053801772,0.38043714731943123,0.6103918629382261,0.3408374185302181
AAPL,2006-06-09,-0.07336150369853522,-0.20301372864946232,0.5734392535676756,0.8865870610016258,-0.04439654475597199
AAPL,2006-06-23,-0.02210777916855311,-0.19795525474720133,0.5127273363961988,0.6238101528076854,-0.1390593869677752
AAPL,2006-06-30,-0.08733056566606734,-0.20336634946859822,0.5558269046361428,0.6631351488593833,-0.14842106084237572
AAPL,2006-07-06,-0.2171532629546581,-0.2690693310753125,0.4915757183720524,0.5972186935190513,-0.21730012516757113
AAPL,2006-07-13,-0.21393143302487305,-0.38953170128280834,0.3624506697391803,0.5209905688705361,-0.3184953073412635
AAPL,2006-07-27,-0.0859284279305721,-0.11981105941539305,0.4412372196308716,0.30552399674666675,-0.2026935136336966
AAPL,2006-08-03,-0.021787961500027153,-0.03145430749867928,0.6101345863878909,0.3408149200071795,-0.19345840640081347
AAPL,2006-08-10,-0.09249322026846607,-0.04813579231739884,0.47694741747934977,0.2678653003654179,-0.18288519598060426
AAPL,2006-08-17,0.035703650768337036,-0.038412035102382,0.4335099838451857,0.11071017470136235,-0.2549437754055389
AAPL,2006-08-24,0.07057165727860593,-0.05107747571480459,0.4815382509482855,0.34192673641823923,-0.14049839394106978
AAPL,2006-08-31,0.13518460481013683,-0.009344353293731289,0.44700327251200966,0.44934952666315686,-0.007738047373353596
AAPL,2006-09-07,0.24316910145348491,0.0978737661467941,0.4954809629138839,0.3806493620386622,0.013572725042331202
AAPL,2006-09-21,0.2901827584842267,0.20773316473206505,0.43254660979086657,0.27729835038187467,0.076848437928978
AAPL,2006-09-28,0.37468764907014784,0.311701281633483,0.5076347330823188,0.3112763196242361,0.14086176928959926
AAPL,2006-10-05,0.31280720762418923,0.1133760045737775,0.4177718348099475,0.35430076130783905,0.06353218028080931
AAPL,2006-10-11,0.31590288548266554,0.07707016075536277,0.4194610381333863,0.40531133196730584,0.06633353193250868
AAPL,2006-10-12,0.42107210331027933,0.1281666266216841,0.5281213118349442,0.47472071436830143,0.0887425498570038
AAPL,2006-10-18,0.40888463751728876,0.12549093812821144,0.4275044130266936,0.41524620089083353,0.11582616473020035
AAPL,2006-10-19,0.46007358099307805,0.20319842719438985,0.43774994459176764,0.34273758466766724,0.12368618485021465
AAPL,2006-10-25,0.3189083684501175,0.23439649847992894,0.45597189104746483,0.35026761194566225,0.14477870242224644
AAPL,2006-10-26,0.2868328785822427,0.20601592494512988,0.44117103091456067,0.3608625876458813,0.13881136739298627
AAPL,2006-11-02,0.15874382084626504,0.10276452379332301,0.31743127152836603,0.2487073097644923,0.045238678912012276
AAPL,2006-11-09,0.3105838794603406,0.17330704774751093,0.38645818490843187,0.24155698078012522,0.05068264703969483
